Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
21797167,Τυφεκιοφόρος του Eχθρού,Marios Hakkas,"Hakkas, Marios",Μάριος Χάκκας,"=""9600407894""","=""9789600407891""",0,Κέδρος,Paperback,173,1993,1966,,2024/08/13,to-read,to-read (#274),to-read,,,,0,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",0,Bantam Books,Paperback,438,2000,1992,2017/05/08,2016/03/17,"sci-fi, novels, to-read","sci-fi (#1), novels (#17), to-read (#272)",to-read,,,,1,0
6282753,The Museum of Innocence,Orhan Pamuk,"Pamuk, Orhan",Maureen Freely,"=""0307266761""","=""9780307266767""",0,Knopf,Hardcover,536,2009,2008,,2024/08/11,to-read,to-read (#270),to-read,,,,0,0
35266696,Η στρατιά των υπνοβατών,Wu  Ming,"Ming, Wu",Παναγιώτης Καλαμαράς,"=""6185128179""","=""9786185128173""",0,Εκδόσεις Εξάρχεια,Paperback,832,2016,2014,,2024/08/11,to-read,to-read (#266),to-read,,,,0,0
11724327,Σκακιστική νουβέλα,Stefan Zweig,"Zweig, Stefan",Μαρία Αγγελίδου,"=""9603252298""","=""9789603252290""",4,Εκδόσεις Άγρα,Paperback,136,1991,1942,2024/08/06,2024/03/27,novels,novels (#37),read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",3,Tor Books,Hardcover,472,2014,2006,2024/08/04,2018/03/30,sci-fi,sci-fi (#11),read,,,,1,0
30306481,Αναζητώντας τον χαμένο χρόνο V: Η φυλακισμένη,Marcel Proust,"Proust, Marcel","Παύλος Α. Ζάννας, Παναγιώτης Πούλος","=""9600509948""","=""9789600509946""",0,Βιβλιοπωλείον της Εστίας,Paperback,420,2004,1923,,2023/07/05,to-read,to-read (#207),to-read,,,,0,0
67,The Known World,Edward P. Jones,"Jones, Edward P.",,"=""0061159174""","=""9780061159176""",0,Amistad,Paperback,388,2006,2003,,2024/08/01,to-read,to-read (#264),to-read,,,,0,0
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",0,Random House,Hardcover,640,2010,2010,,2024/08/01,to-read,to-read (#263),to-read,,,,0,0
17666402,Η χρονιά της μαγικής σκέψης,Joan Didion,"Didion, Joan",Ξένια Μαυρομμάτη,"=""9600442606""","=""9789600442601""",0,Κέδρος,Paperback,266,2011,2005,,2024/08/01,to-read,to-read (#262),to-read,,,,0,0
237118,Tales of Moonlight and Rain,Ueda Akinari,"Akinari, Ueda",Anthony H. Chambers,"=""0231139128""","=""9780231139120""",4,Columbia University Press,Hardcover,248,2006,1776,2024/07/18,2024/03/04,,,read,,,,1,0
56984802,The Greek Revolution: 1821 and the Making of Modern Europe,Mark Mazower,"Mazower, Mark",,"=""0241004101""","=""9780241004104""",5,Allen Lane,Hardcover,624,2021,2021,2024/07/13,2023/08/28,history-philosophy-psychology,history-philosophy-psychology (#19),read,,,,1,0
69935,"Nice Work (The Campus Trilogy, #3)",David Lodge,"Lodge, David",,"=""0140133968""","=""9780140133967""",0,Penguin Publishing Group,Paperback,277,1990,1988,,2024/06/29,to-read,to-read (#261),to-read,,,,0,0
39676681,108 metri: The new working class hero,Alberto Prunetti,"Prunetti, Alberto",,"=""885813267X""","=""9788858132678""",2,Laterza,Kindle Edition,88,2018,2018,2024/06/19,2024/03/10,,,read,,,,1,0
199246042,Γραμματικός σ΄ ένα παιδί του δρόμου,Τάκης Σπετσιώτης,"Σπετσιώτης, Τάκης",,"=""9603258067""","=""9789603258063""",0,Άγρα,Paperback,77,2009,2009,,2024/06/16,to-read,to-read (#260),to-read,,,,0,0
25622296,Strangers on a Train,Patricia Highsmith,"Highsmith, Patricia",Paula Hawkins,"=""0393351939""","=""9780393351934""",0,W. W. Norton & Company,Paperback,273,2021,1950,,2024/06/16,to-read,to-read (#259),to-read,,,,0,0
8483595,Η τελική λήθη (δε φάιναλ θολούθιον),Κωστάκης Ανάν,"Ανάν, Κωστάκης","Kostakis Anan, Sotos Anagnos","=""9607096363""","=""9789607096364""",3,Βαβέλ,Paperback,261,2008,2008,2024/06/06,2024/05/24,,,read,,,,1,0
17373362,Εάν αυτό είναι ο άνθρωπος,Primo Levi,"Levi, Primo",Χαρά Σαρλικιώτη,"=""9603252255""","=""9789603252252""",4,Εκδόσεις Άγρα,Paperback,288,1997,1947,2024/05/21,2024/04/28,novels,novels (#35),read,,,,1,0
58877223,Kairos,Jenny Erpenbeck,"Erpenbeck, Jenny",,"=""332860085X""","=""9783328600855""",0,Penguin Verlag,Hardcover,379,2021,2021,,2024/05/22,to-read,to-read (#258),to-read,,,,0,0
271482,The  Uncomfortable Dead,Paco Ignacio Taibo II,"II, Paco Ignacio Taibo","Subcomandante Marcos, Carlos Lopez","=""1933354070""","=""9781933354071""",0,Akashic Books,Mass Market Paperback,268,2006,2005,,2024/05/06,to-read,to-read (#257),to-read,,,,0,0
31527467,La Valse des Arbres et du Ciel,Jean-Michel Guenassia,"Guenassia, Jean-Michel",,"=""""","=""""",3,Albin Michel,Kindle Edition,304,2016,2016,2024/04/28,2024/04/03,novels,novels (#34),read,,,,1,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,Doubleday,Hardcover,329,2023,2023,,2024/04/03,to-read,to-read (#256),to-read,,,,0,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",0,Grove,Paperback,109,2011,1951,2024/04/02,2024/03/06,theater,theater (#3),read,,,,1,0
12742704,Η σκιά της σκιάς,Paco Ignacio Taibo II,"II, Paco Ignacio Taibo",Κική Καψαμπέλη,"=""9605030195""","=""9789605030193""",4,Δημοσιογραφικός Οργανισμός Λαμπράκη,Paperback,359,2011,1986,2024/03/28,2023/11/12,noir,noir (#19),read,,,,1,0
59557,Frontera Dreams,Bill Verner,"Verner, Bill",Bill Verner,"=""093831758X""","=""9780938317586""",0,Cinco Puntos Pr,Paperback,120,2002,1990,,2024/03/12,to-read,to-read (#252),to-read,,,,0,0
2287789,Amorosos fantasmas,Paco Ignacio Taibo II,"II, Paco Ignacio Taibo",,"=""9505812140""","=""9789505812141""",0,Colihue/Argentina,Paperback,116,1994,1989,,2024/03/12,to-read,to-read (#251),to-read,,,,0,0
1721862,Días de Combate,Paco Ignacio Taibo II,"II, Paco Ignacio Taibo",,"=""9683905749""","=""9789683905741""",0,Grijalbo,Paperback,225,1976,1976,,2024/03/12,to-read,to-read (#249),to-read,,,,0,0
199052600,Πακέτο,Μι Δέλτα,"Δέλτα, Μι",,"=""""","=""""",0,αυτοέκδοση,Paperback,56,2023,,2024/03/12,2024/03/12,"greek, noir","greek (#16), noir (#18)",read,,,,1,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",5,Penguin Press,Hardcover,368,2023,2023,2024/03/11,2023/11/12,"novels, science","novels (#33), science (#3)",read,,,,1,0
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,Harper Trophy,Mass Market Paperback,329,2001,1986,,2024/03/09,to-read,to-read (#248),to-read,,,,0,0
134979103,"Impossible Creatures (Impossible Creatures, #1)",Katherine Rundell,"Rundell, Katherine",Tomislav Tomić,"=""1408897415""","=""9781408897416""",0,Bloomsbury Children's Books,Hardcover,368,2023,2023,,2024/03/09,to-read,to-read (#247),to-read,,,,0,0
42935959,Ηπειρώτικο μοιρολόι: Οδοιπορικό στην αρχαιότερη ζωντανή δημώδη μουσική της Ευρώπης,Christopher C. King,"King, Christopher C.","Robert Crumb, Αριστείδης Μαλλιαρός, Θάνος Σαμαρτζής","=""6188322456""","=""9786188322455""",0,ΔΩΜΑ | βιβλία στην Αθήνα,Paperback,427,2018,2018,,2024/03/09,to-read,to-read (#246),to-read,,,,0,0
11454,The Stories of Raymond Carver,Raymond Carver,"Carver, Raymond",,"=""0330285521""","=""9780330285520""",4,Picador,Paperback,447,1985,1985,,2013/07/07,short-stories,short-stories (#3),read,,,,1,0
27419009,Ο τελευταίος λόγος,Άρης Βελουχιώτης,"Βελουχιώτης, Άρης",,"=""9609696236""","=""9789609696234""",0,Εκδόσεις Αργοναύτης,Paperback,80,2014,2014,,2021/09/02,politics,politics (#18),read,,,,1,0
18878120,Goebbels on the Power of Propaganda,Joseph Goebbels,"Goebbels, Joseph",,"=""""","=""""",4,Shamrock Eden Publishing,Kindle Edition,9,2009,2009,,2014/03/11,politics,politics (#17),read,,,,1,0
16247570,Καπιταλισμός: Η κρυφή γοητεία της μπουρζουαζίας,Βασίλης Ραφαηλίδης,"Ραφαηλίδης, Βασίλης",,"=""960705895X""","=""9789607058959""",0,Εκδόσεις του Εικοστού Πρώτου,Paperback,240,2000,1991,,2021/11/17,"history-philosophy-psychology, politics, greek","history-philosophy-psychology (#18), politics (#16), greek (#15)",read,,,,1,0
15853396,Βολική αναισθησία,Κωστάκης Ανάν,"Ανάν, Κωστάκης","Kostakis Anan, Sotos Anagnos","=""""","=""9789609868945""",3,Babelart,Paperback,224,2012,2012,,2021/07/05,"comedy-humor, greek","comedy-humor (#19), greek (#14)",read,,,,1,0
9855033,Η γραμμή του ορίζοντος,Χρήστος Βακαλόπουλος,"Βακαλόπουλος, Χρήστος",,"=""9600503354""","=""9789600503357""",4,Βιβλιοπωλείον της Εστίας,Paperback,165,2011,1991,,2013/07/12,greek,greek (#13),read,,,,1,0
8442457,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",4,Weidenfeld & Nicolson,Hardcover,399,2012,2012,,2012/10/20,thriller-horror-mystery,thriller-horror-mystery (#48),read,,,,1,0
6852219,"Sober Living for the Revolution: Hardcore Punk, Straight Edge, and Radical Politics",Gabriel Kuhn,"Kuhn, Gabriel",,"=""1604860510""","=""9781604860511""",5,PM Press,Paperback,304,2010,2010,,2012/10/20,"art, history-philosophy-psychology","art (#4), history-philosophy-psychology (#17)",read,,,,1,0
6344097,The Stand: Captain Trips,Roberto Aguirre-Sacasa,"Aguirre-Sacasa, Roberto","Stephen  King, Laura   Martin, Mike Perkins","=""0785136207""","=""9780785136200""",4,Marvel Comics ,Hardcover,160,2009,2009,,2012/11/08,thriller-horror-mystery,thriller-horror-mystery (#47),read,,,,1,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",4,Shaye Areheart Books,Hardcover,424,2009,2009,,2012/10/20,thriller-horror-mystery,thriller-horror-mystery (#46),read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,Faber & Faber,Paperback,258,2005,1989,,2012/10/20,novels,novels (#32),read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,Vintage International,Paperback,123,1989,1942,,2015/01/12,novels,novels (#31),read,,,,1,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",5,New English Library,Paperback,370,1992,1987,,2012/10/20,thriller-horror-mystery,thriller-horror-mystery (#44),read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",4,Anchor,Paperback,489,2006,2003,,2012/10/20,thriller-horror-mystery,thriller-horror-mystery (#43),read,,,,1,0
285092,High Fidelity,Nick Hornby,"Hornby, Nick",,"=""1573225517""","=""9781573225519""",5,Riverhead Books,Paperback,323,1996,1995,,2012/12/24,novels,novels (#30),read,,,,1,0
184655,"Transfer of Power (Mitch Rapp, #3)",Vince Flynn,"Flynn, Vince",,"=""1416516352""","=""9781416516354""",4,Pocket Books,Paperback,549,2005,1999,,2013/02/05,spy-cold-war,spy-cold-war (#3),read,,,,1,0
54270,Mein Kampf,Adolf Hitler,"Hitler, Adolf","Ralph Manheim, Serpil Yener","=""0395083621""","=""9780395083628""",3,Houghton Mifflin Company,Paperback,384,1973,1925,,2012/10/20,politics,politics (#14),read,,,,1,0
1442300,As the World Burns: 50 Simple Things You Can Do to Stay in Denial,Derrick Jensen,"Jensen, Derrick",Stephanie McMillan,"=""1583227776""","=""9781583227770""",4,Seven Stories Press,Paperback,224,2007,2007,,2012/10/20,history-philosophy-psychology,history-philosophy-psychology (#15),read,,,,1,0
23955,Trainspotting,Irvine Welsh,"Welsh, Irvine",Eric Lindor Fall,"=""2020336464""","=""9782020336468""",4,Seuil,Mass Market Paperback,344,1998,1993,,2012/10/20,novels,novels (#29),read,,,,1,0
907596,How to Live,Simon Munnery,"Munnery, Simon",,"=""0955194628""","=""9780955194627""",4,P.O.W.,Paperback,72,2005,2005,,2013/07/13,comedy-humor,comedy-humor (#18),read,,,,1,0
11588,"The Shining (The Shining, #1)",Stephen  King,"King, Stephen",,"=""0450040186""","=""9780450040184""",5,New English Library,Mass Market Paperback,497,1980,1977,,2012/10/20,thriller-horror-mystery,thriller-horror-mystery (#42),read,,,,1,0
18304,The Anti-Christ,Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""1421270536""","=""9781421270531""",4,Adamant Media Corporation,Paperback,126,2002,1888,,2012/10/20,"history-philosophy-psychology, politics","history-philosophy-psychology (#13), politics (#12)",read,,,,1,0
339387,"Listen, Little Man!",Wilhelm Reich,"Reich, Wilhelm","William Steig, Ralph Manheim","=""0374504016""","=""9780374504014""",4,"Noonday/Farrar, Straus & Giroux (NYC)",Paperback,144,1974,1946,,2012/10/20,history-philosophy-psychology,history-philosophy-psychology (#12),read,,,,1,0
21031,When Nietzsche Wept,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0060748125""","=""9780060748128""",4,Harper Perennial,Paperback,310,2003,1992,,2012/10/20,history-philosophy-psychology,history-philosophy-psychology (#11),read,,,,1,0
21027,Love's Executioner and Other Tales of Psychotherapy,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0060958340""","=""9780060958343""",3,Harper Perennial,Paperback,304,2000,1989,,2012/10/20,history-philosophy-psychology,history-philosophy-psychology (#10),read,,,,1,0
66559,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0307341542""","=""9780307341549""",4,Shaye Areheart Books,Hardcover,254,2006,2006,,2012/10/20,thriller-horror-mystery,thriller-horror-mystery (#40),read,,,,1,0
1504956,Le Jour du chien,Caroline Lamarche,"Lamarche, Caroline",,"=""2707315648""","=""9782707315649""",3,MINUIT,Mass Market Paperback,125,1996,1996,2013/02/11,2013/02/05,novels,novels (#28),read,,,,1,0
2131587,Hipnos,Javier Azpeitia,"Azpeitia, Javier",,"=""848961802X""","=""9788489618022""",4,Lengua de Trapo,Paperback,192,1996,1996,2013/02/16,2013/02/11,thriller-horror-mystery,thriller-horror-mystery (#39),read,,,,1,0
128642,"The Straw Men (Straw Men, #1)",Michael Marshall,"Marshall, Michael",,"=""0515134279""","=""9780515134278""",3,Jove,Mass Market Paperback,400,2002,2002,2013/03/08,2013/02/16,thriller-horror-mystery,thriller-horror-mystery (#38),read,,,,1,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",4,DeBolsillo,Mass Market Paperback,158,2004,1953,2013/03/15,2013/02/21,sci-fi,sci-fi (#9),read,,,,1,0
94597,The Caucasian Chalk Circle,Bertolt Brecht,"Brecht, Bertolt",Eric Bentley,"=""0816635285""","=""9780816635283""",4,Univ Of Minnesota Press,Paperback,136,1999,1948,2013/03/16,2013/03/15,theater,theater (#2),read,,,,1,0
310900,The Football Factory,John King,"King, John",,"=""009947462X""","=""9780099474623""",3,VINTAGE (RAND),Paperback,262,2004,1997,2013/04/03,2013/02/06,sports,sports (#4),read,,,,1,0
6227513,El colectivo,Eugenia Almeida,"Almeida, Eugenia",,"=""849679119X""","=""9788496791190""",2,Roca,Paperback,160,2011,2006,2013/04/08,2013/04/03,novels,novels (#27),read,,,,1,0
239441,My Disillusionment In Russia,Emma Goldman,"Goldman, Emma",,"=""1419136011""","=""9781419136016""",4,Kessinger Pub Co,Paperback,112,2004,1923,2013/04/19,2013/04/08,"politics, history-philosophy-psychology","politics (#11), history-philosophy-psychology (#9)",read,,,,1,0
6320534,Under the Dome,Stephen  King,"King, Stephen",,"=""1439148503""","=""9781439148501""",4,Scribner,Hardcover,1074,2009,2009,2013/06/05,2013/04/12,thriller-horror-mystery,thriller-horror-mystery (#37),read,Only bad thing in this book was it was huge but the story is very interesting. Especially in the end you can clearly feel the heroes' agony..,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",3,MTV Books/Pocket Books,Hardcover,213,1999,1999,2013/06/11,2013/06/02,romance,romance (#3),read,,,,1,0
505789,Dead Souls,David G. Barnett,"Barnett, David G.",,"=""1889186546""","=""9781889186542""",2,Necro Publications,Paperback,208,2012,2004,2013/06/21,2013/06/18,thriller-horror-mystery,thriller-horror-mystery (#36),read,,,,1,0
28568,"The Vanished Man (Lincoln Rhyme, #5)",Jeffery Deaver,"Deaver, Jeffery",,"=""0743437810""","=""9780743437813""",4,Pocket Books,Mass Market Paperback,560,2004,2003,2013/07/03,2013/06/18,thriller-horror-mystery,thriller-horror-mystery (#35),read,,,,1,0
4264,Fever Pitch,Nick Hornby,"Hornby, Nick",,"=""1573226882""","=""9781573226882""",3,Riverhead Books,Paperback,247,1998,1992,2013/07/11,2013/06/27,"novels, sports","novels (#26), sports (#3)",read,,,,1,0
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,"Carver, Raymond",,"=""0679722319""","=""9780679722311""",4,Vintage Contemporaries,Paperback,544,2000,1988,2013/07/28,2013/07/16,short-stories,short-stories (#2),read,,,,1,0
52350,The Stepford Wives,Ira Levin,"Levin, Ira",Peter Straub,"=""0060080841""","=""9780060080846""",4,Perennial,Paperback,123,2002,1972,2013/07/31,2013/04/10,thriller-horror-mystery,thriller-horror-mystery (#34),read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",4,Penguin,Paperback,306,1999,1963,2013/08/07,2013/07/07,novels,novels (#24),read,,,,1,0
32439,Intensity,Dean Koontz,"Koontz, Dean",,"=""0553582917""","=""9780553582918""",4,Ballantine Books,Mass Market Paperback,436,1996,1995,2013/08/23,2013/06/06,thriller-horror-mystery,thriller-horror-mystery (#33),read,,,,1,0
13,"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",4,Del Rey Books,Paperback,815,2002,1996,2013/09/27,2013/08/23,"sci-fi, comedy-humor","sci-fi (#8), comedy-humor (#17)",read,,,,1,0
22288,Haunted,Chuck Palahniuk,"Palahniuk, Chuck",,"=""1400032822""","=""9781400032822""",4,Vintage,Paperback,419,2006,2005,2013/10/10,2013/08/23,thriller-horror-mystery,thriller-horror-mystery (#32),read,,,,1,0
14142,The Art of Loving,Erich Fromm,"Fromm, Erich",,"=""0061129739""","=""9780061129735""",4,Harper Perennial Modern Classics,Paperback,180,2006,1956,2013/10/26,2013/10/19,history-philosophy-psychology,history-philosophy-psychology (#7),read,,,,1,0
15814498,Francona: The Red Sox Years,Terry Francona,"Francona, Terry",Dan Shaughnessy,"=""0547928173""","=""9780547928173""",4,Houghton Mifflin Harcourt,Hardcover,360,2013,2013,2013/11/05,2013/10/23,sports,sports (#2),read,,,,1,0
15799936,How to Tell If Your Cat Is Plotting to Kill You,Matthew Inman,"Inman, Matthew",The Oatmeal,"=""1449410243""","=""9781449410247""",4,Andrews McMeel Publishing,Paperback,131,2012,2012,2013/11/11,2013/11/05,comedy-humor,comedy-humor (#15),read,,,,1,0
179735,The Girl Next Door,Jack Ketchum,"Ketchum, Jack",,"=""0843955430""","=""9780843955439""",4,Leisure Books,Paperback,370,2005,1989,2013/11/16,2013/10/10,thriller-horror-mystery,thriller-horror-mystery (#31),read,,,,1,0
11367726,Defending Jacob,William Landay,"Landay, William",,"=""0385344228""","=""9780385344227""",4,Delacorte Press,Hardcover,421,2012,2012,2013/11/29,2013/11/03,thriller-horror-mystery,thriller-horror-mystery (#30),read,,,,1,0
94486,The Invention of Morel,Adolfo Bioy Casares,"Casares, Adolfo Bioy","Jorge Luis Borges, Ruth L.C. Simms, Suzanne Jill Levine, Norah Borges de Torre","=""1590170571""","=""9781590170571""",4,New York Review Books,Paperback,103,2003,1940,2013/12/09,2013/11/26,novels,novels (#23),read,,,,1,0
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",4,Doubleday,Hardcover,463,2013,2013,2014/01/28,2014/01/08,thriller-horror-mystery,thriller-horror-mystery (#29),read,,,,1,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",3,Penguin Books,Paperback,184,2005,1985,2014/02/10,2014/01/08,history-philosophy-psychology,history-philosophy-psychology (#6),read,,,,1,0
9912994,"Damned (Damned, #1)",Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385671105""","=""9780385671101""",4,Doubleday Canada,Hardcover,256,2011,2011,2014/02/27,2013/12/25,"thriller-horror-mystery, comedy-humor","thriller-horror-mystery (#28), comedy-humor (#14)",read,,,,1,0
234225,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",4,Hodder,Paperback,604,2006,1965,2014/03/18,2013/07/07,"sci-fi, fantasy","sci-fi (#7), fantasy (#6)",read,,,,1,0
112,Children of Dune (Dune #3),Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,Ace Books,Mass Market Paperback,408,1987,1976,2014/04/23,2014/04/23,"fantasy, sci-fi","fantasy (#5), sci-fi (#6)",read,,,,1,0
22006179,Ο ευτυχισμένος Σίσυφος,Φιλήμων Πατσάκης,"Πατσάκης, Φιλήμων",,"=""""","=""""",4,"Εξάρχεια, 2013",Unknown Binding,112,,,2014/04/28,2014/04/23,"politics, greek","politics (#10), greek (#12)",read,,,,1,0
106,"Dune Messiah (Dune, #2)",Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",3,Ace Books,Mass Market Paperback,331,1987,1969,2014/04/23,2014/03/28,"sci-fi, fantasy","sci-fi (#5), fantasy (#4)",read,,,,1,0
1991039,"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,"Nesbø, Jo",,"=""8203180728""","=""9788203180729""",3,Aschehoug,Paperback,339,2005,1997,2014/05/22,2014/03/28,thriller-horror-mystery,thriller-horror-mystery (#27),read,,,,1,0
465226,"The Redbreast (Harry Hole, #3)",Jo Nesbø,"Nesbø, Jo",,"=""184343217X""","=""9781843432173""",4,Harvill Secker,Paperback,519,2006,2000,2014/06/20,2014/03/28,thriller-horror-mystery,thriller-horror-mystery (#26),read,,,,1,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",4,Prestwick House,Paperback,89,2005,1895,2014/06/25,2014/06/20,"comedy-humor, novels","comedy-humor (#13), novels (#22)",read,,,,1,0
3522419,"Nemesis (Harry Hole, #4)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0061655503""","=""9780061655500""",4,Harper,Paperback,480,2009,2002,2014/07/11,2014/03/28,thriller-horror-mystery,thriller-horror-mystery (#25),read,"This was promising. The whole story with its twists and ""doubts"" made it quite interesting. The end though was a bit of a let down for me at least. All in all it was a good book :) ",,,1,0
18770398,Night Film,Marisha Pessl,"Pessl, Marisha",,"=""0812979788""","=""9780812979787""",3,Random House Trade Paperbacks,Paperback,640,2014,2013,2014/08/22,2014/07/23,thriller-horror-mystery,thriller-horror-mystery (#24),read,,,,1,0
498389,"The Devil's Star (Harry Hole, #5)",Jo Nesbø,"Nesbø, Jo",,"=""0099478536""","=""9780099478539""",4,Vintage,Mass Market Paperback,528,2006,2003,2014/10/06,2014/03/28,thriller-horror-mystery,thriller-horror-mystery (#23),read,,,,1,0
4271,About a Boy,Nick Hornby,"Hornby, Nick","Udo Wachtveitl, Julian Rhind-Tutt, Christophe Mercier, Federica Pedrotti","=""0140285679""","=""9780140285673""",4,Penguin Books,Mass Market Paperback,307,2000,1998,2014/10/08,2014/09/25,romance,romance (#2),read,,,,1,0
13131706,"The Redeemer (Harry Hole, #6)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307595854""","=""9780307595850""",4,Knopf,Hardcover,397,2013,2005,2014/11/03,2014/10/08,thriller-horror-mystery,thriller-horror-mystery (#22),read,,,,1,0
9572203,"The Snowman (Harry Hole, #7)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307595862""","=""9780307595867""",4,Knopf Publishing Group,Mass Market Paperback,383,2011,2007,2014/12/19,2014/03/28,thriller-horror-mystery,thriller-horror-mystery (#21),read,More like a 4.5. Lots of twists in this one. Don't want to get into any spoilers so I'll just say I think this is his best so far :-),,,1,0
7821447,Sh*t My Dad Says,Justin Halpern,"Halpern, Justin",,"=""0061992704""","=""9780061992704""",4,Dey Street Books,Hardcover,159,2010,2010,2014/12/23,2014/12/17,comedy-humor,comedy-humor (#11),read,,,,1,0
23355220,"The Leopard (Harry Hole, #8)",Jo Nesbø,"Nesbø, Jo",,"=""""","=""""",4,,Paperback,634,2009,2009,2015/02/03,2015/01/13,thriller-horror-mystery,thriller-horror-mystery (#20),read,,,,1,0
19523454,Beautiful You,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385538030""","=""9780385538039""",2,Doubleday,Hardcover,240,2014,2014,2015/02/17,2014/10/02,thriller-horror-mystery,thriller-horror-mystery (#19),read,,,,1,0
13256064,"Phantom (Harry Hole, #9)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307960471""","=""9780307960474""",4,Knopf,Hardcover,378,2012,2011,2015/03/20,2014/03/28,thriller-horror-mystery,thriller-horror-mystery (#18),read,,,,1,0
13423322,A Village After Dark,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,The New Yorker,ebook,13,2001,2001,2015/04/15,2015/04/13,novels,novels (#20),read,,,,1,0
46465,"The Chemistry of Death (David Hunter, #1)",Simon Beckett,"Beckett, Simon",,"=""0385340044""","=""9780385340045""",3,Delacorte Press,Hardcover,313,2006,2006,2015/04/15,2015/03/19,thriller-horror-mystery,thriller-horror-mystery (#17),read,"More like a 3,5. I thought the plot was relatively poor in comparison to other books out there. The twist was not bad but up until that point there was not much to keep you tense. All in all it was not bad.",,,1,0
251374,The Night in Question,Tobias Wolff,"Wolff, Tobias",,"=""0679402187""","=""9780679402183""",4,Knopf,Hardcover,206,1996,1995,2015/04/27,2015/04/13,novels,novels (#19),read,,,,1,0
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",4,Harper,Paperback,228,2005,1983,2015/06/08,2015/04/13,fantasy,fantasy (#3),read,,,,1,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",4,Atria Books,Hardcover,337,2014,2012,2015/07/06,2015/06/08,comedy-humor,comedy-humor (#10),read,,,,1,0
